iter	Passed	Remaining
321	490	1032
322	491	1029
323	492	1026
324	492	1023
325	493	1020
326	494	1017
327	495	1014
328	496	1011
329	496	1008
330	497	1005
331	498	1002
332	499	1000
333	500	997
334	500	994
335	501	991
336	502	988
337	503	985
338	504	983
339	505	980
340	505	977
341	506	974
342	507	972
343	508	969
344	509	966
345	509	963
346	510	961
347	511	958
348	512	955
349	513	953
350	514	950
351	515	948
352	515	945
353	516	942
354	517	940
355	518	937
356	519	934
357	519	932
358	520	929
359	521	927
360	522	924
361	523	921
362	523	919
363	524	916
364	525	914
365	526	911
366	527	909
367	528	906
368	528	904
369	529	901
370	530	899
371	531	897
372	532	894
373	532	892
374	533	889
375	534	887
376	535	884
377	536	882
378	537	879
379	537	877
380	538	875
381	539	872
382	540	870
383	541	868
384	542	865
385	542	863
386	543	861
387	544	858
388	545	856
389	546	854
390	546	851
391	547	849
392	548	847
393	549	844
394	550	842
395	550	840
396	551	838
397	552	835
398	553	833
399	554	831
400	555	829
401	555	827
402	556	824
403	557	822
404	558	820
405	559	818
406	560	816
407	561	814
408	561	811
409	562	809
410	563	807
411	564	805
412	565	803
413	566	801
414	566	799
415	567	796
416	568	794
417	569	792
418	570	790
419	571	788
420	571	786
421	572	784
422	573	782
423	574	780
424	575	778
425	575	776
426	576	773
427	577	771
428	578	769
429	579	767
430	579	765
431	580	763
432	581	761
433	582	759
434	583	757
435	584	755
436	584	753
437	585	751
438	586	749
439	587	747
440	588	745
441	588	743
442	589	741
443	590	739
444	591	737
445	592	735
446	592	733
447	593	731
448	594	729
449	595	727
450	596	725
451	597	723
452	597	721
453	598	720
454	599	718
455	600	716
456	601	714
457	601	712
458	602	710
459	603	708
460	604	706
461	605	704
462	606	702
463	606	700
464	607	699
465	608	697
466	609	695
467	610	693
468	610	691
469	611	689
470	612	688
471	613	686
472	614	684
473	615	682
474	616	680
475	616	679
476	617	677
477	618	675
478	619	673
479	620	671
480	620	669
481	621	668
482	622	666
483	623	664
484	624	662
485	624	661
486	625	659
487	626	657
488	627	655
489	628	653
490	629	652
491	629	650
492	630	648
493	631	647
494	632	645
495	633	643
496	634	641
497	635	640
498	635	638
499	636	636
500	637	634
501	638	633
502	639	631
503	639	629
504	640	628
505	641	626
506	642	624
507	643	623
508	644	621
509	645	619
510	645	618
511	646	616
512	647	614
513	648	613
514	649	611
515	650	609
516	651	608
517	651	606
518	652	604
519	653	603
520	654	601
521	655	600
522	656	598
523	657	597
524	658	595
525	658	593
526	659	592
527	660	590
528	661	589
529	662	587
530	663	585
531	664	584
532	664	582
533	665	580
534	666	579
535	667	577
536	668	576
537	669	574
538	670	573
539	670	571
540	671	569
541	672	568
542	673	566
543	674	565
544	675	563
545	675	562
546	676	560
547	677	558
548	678	557
549	679	555
550	680	554
551	681	552
552	681	551
553	682	549
554	683	548
555	684	546
556	685	545
557	686	543
558	687	542
559	688	540
560	689	539
561	689	537
562	690	536
563	691	534
564	692	533
565	693	531
566	694	530
567	695	528
568	695	527
569	696	525
570	697	524
571	698	522
572	699	521
573	700	519
574	701	518
575	701	516
576	702	515
577	703	513
578	704	512
579	705	510
580	706	509
581	706	507
582	707	506
583	708	504
584	709	503
585	710	501
586	711	500
587	712	499
588	713	497
589	714	496
590	714	494
591	715	493
592	716	491
593	717	490
594	718	488
595	719	487
596	719	486
597	720	484
598	721	483
599	722	481
600	723	480
601	724	478
602	725	477
603	725	475
604	726	474
605	727	473
606	728	471
607	729	470
608	730	468
609	731	467
610	731	465
611	732	464
612	733	463
613	734	461
614	735	460
615	736	458
616	736	457
617	737	456
618	738	454
619	739	453
620	740	451
621	741	450
622	742	449
623	742	447
624	743	446
625	744	444
626	745	443
627	746	441
628	746	440
629	747	439
630	748	437
631	749	436
632	750	434
633	751	433
634	751	432
635	752	430
636	753	429
637	754	428
638	755	426
639	756	425
640	757	424
641	758	422
642	758	421
643	759	420
644	760	418
645	761	417
646	762	415
647	763	414
648	763	413
649	764	411
650	765	410
651	766	409
652	767	407
653	768	406
654	769	405
655	770	403
656	770	402
657	771	401
658	772	399
659	773	398
660	774	397
661	775	395
662	775	394
663	776	393
664	777	391
665	778	390
666	779	389
667	780	387
668	781	386
669	781	385
670	782	383
671	783	382
672	784	381
673	785	379
674	786	378
675	787	377
676	787	375
677	788	374
678	789	373
679	790	371
680	791	370
681	792	369
682	792	368
683	793	366
684	794	365
685	795	364
686	796	362
687	797	361
688	798	360
689	799	359
690	799	357
691	800	356
692	801	355
693	802	353
694	803	352
695	804	351
696	805	349
697	805	348
698	806	347
699	807	346
700	808	344
701	809	343
702	810	342
703	811	341
704	811	339
705	812	338
706	813	337
707	814	335
708	815	334
709	816	333
710	816	332
711	817	330
712	818	329
713	819	328
714	820	326
715	821	325
716	821	324
717	822	323
718	823	321
719	824	320
720	825	319
721	826	318
722	827	316
723	828	315
724	828	314
725	829	313
726	830	311
727	831	310
728	832	309
729	833	308
730	834	306
731	834	305
732	835	304
733	836	303
734	837	301
735	838	300
736	839	299
737	839	298
738	840	296
739	841	295
740	842	294
741	843	293
742	844	292
743	845	290
744	845	289
745	846	288
746	847	287
747	848	285
748	849	284
749	850	283
750	851	282
751	851	280
752	852	279
753	853	278
754	854	277
755	855	276
756	856	274
757	857	273
758	857	272
759	858	271
760	859	270
761	860	268
762	861	267
763	862	266
764	863	265
765	864	263
766	864	262
767	865	261
768	866	260
769	867	259
770	868	257
771	869	256
772	870	255
773	870	254
774	871	253
775	872	251
776	873	250
777	874	249
778	875	248
779	875	247
780	876	245
781	877	244
782	878	243
783	879	242
784	879	240
785	880	239
786	881	238
787	882	237
788	883	236
789	884	235
790	885	233
791	885	232
792	886	231
793	887	230
794	888	229
795	889	227
796	889	226
797	890	225
798	891	224
799	892	223
800	893	221
801	894	220
802	894	219
803	895	218
804	896	217
805	897	215
806	898	214
807	898	213
808	899	212
809	900	211
810	901	210
811	902	208
812	903	207
813	903	206
814	904	205
815	905	204
816	906	203
817	907	201
818	907	200
819	908	199
820	909	198
821	910	197
822	911	195
823	911	194
824	912	193
825	913	192
826	914	191
827	915	190
828	915	188
829	916	187
830	917	186
831	918	185
832	919	184
833	920	183
834	920	181
835	921	180
836	922	179
837	923	178
838	924	177
839	924	176
840	925	175
841	926	173
842	927	172
843	928	171
844	929	170
845	929	169
846	930	168
847	931	166
848	932	165
849	933	164
850	933	163
851	934	162
852	935	161
853	936	160
854	937	158
855	938	157
856	938	156
857	939	155
858	940	154
859	941	153
860	942	152
861	942	150
862	943	149
863	944	148
864	945	147
865	946	146
866	946	145
867	947	144
868	948	143
869	949	141
870	950	140
871	951	139
872	952	138
873	953	137
874	953	136
875	954	135
876	955	134
877	956	132
878	957	131
879	958	130
880	958	129
881	959	128
882	960	127
883	961	126
884	962	125
885	963	123
886	963	122
887	964	121
888	965	120
889	966	119
890	967	118
891	968	117
892	968	116
893	969	114
894	970	113
895	971	112
896	972	111
897	972	110
898	973	109
899	974	108
900	975	107
901	976	106
902	977	104
903	977	103
904	978	102
905	979	101
906	980	100
907	981	99
908	982	98
909	983	97
910	983	96
911	984	95
912	985	93
913	986	92
914	987	91
915	987	90
916	988	89
917	989	88
918	990	87
919	991	86
920	991	85
921	992	83
922	993	82
923	994	81
924	995	80
925	996	79
926	996	78
927	997	77
928	998	76
929	999	75
930	1000	74
931	1000	73
932	1001	71
933	1002	70
934	1003	69
935	1004	68
936	1004	67
937	1005	66
938	1006	65
939	1007	64
940	1008	63
941	1008	62
942	1009	61
943	1010	59
944	1011	58
945	1012	57
946	1013	56
947	1014	55
948	1014	54
949	1015	53
950	1016	52
951	1017	51
952	1018	50
953	1018	49
954	1019	48
955	1020	46
956	1021	45
957	1022	44
958	1023	43
959	1023	42
960	1024	41
961	1025	40
962	1026	39
963	1027	38
964	1028	37
965	1028	36
966	1029	35
967	1030	34
968	1031	32
969	1032	31
970	1032	30
971	1033	29
972	1034	28
973	1035	27
974	1036	26
975	1037	25
976	1037	24
977	1038	23
978	1039	22
979	1040	21
980	1041	20
981	1042	19
982	1042	18
983	1043	16
984	1044	15
985	1045	14
986	1046	13
987	1046	12
988	1047	11
989	1048	10
990	1049	9
991	1050	8
992	1051	7
993	1051	6
994	1052	5
995	1053	4
996	1054	3
997	1055	2
998	1056	1
999	1056	0
